date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:32:03	80652/80652	---M--	200	added ('OK')	application/x-font-ttf	date:Sat,%2020%20Dec%202014%2017:12:57%20GMT	http://graphikaria.com/demo/theorem/v2.0.0/assets/font-awesome/fonts/fontawesome-webfont.ttf?v=4.0.3	C:/My%20Web%20Sites/reuneoswebperfil/graphikaria.com/demo/theorem/v2.0.0/assets/font-awesome/fonts/fontawesome-webfontba72.ttf	(from http://graphikaria.com/demo/theorem/v2.0.0/assets/font-awesome/css/font-awesome.min.css)
10:32:03	5686/5686	---M-Z	200	added ('OK')	text/css	date:Sat,%2020%20Dec%202014%2017:12:37%20GMT	http://graphikaria.com/demo/theorem/v2.0.0/assets/bootstrap-select/bootstrap-select.min.css	C:/My%20Web%20Sites/reuneoswebperfil/graphikaria.com/demo/theorem/v2.0.0/assets/bootstrap-select/bootstrap-select.min.css	(from http://graphikaria.com/demo/theorem/v2.0.0/index.html)
10:32:04	2751/2751	---M-Z	200	added ('OK')	text/css	date:Sat,%2020%20Dec%202014%2017:15:41%20GMT	http://graphikaria.com/demo/theorem/v2.0.0/assets/prism/prism.css	C:/My%20Web%20Sites/reuneoswebperfil/graphikaria.com/demo/theorem/v2.0.0/assets/prism/prism.css	(from http://graphikaria.com/demo/theorem/v2.0.0/index.html)
10:32:04	35304/35304	---M--	200	added ('OK')	application/x-font-ttf	date:Sat,%2020%20Dec%202014%2017:15:55%20GMT	http://graphikaria.com/demo/theorem/v2.0.0/assets/simple-lines/fonts/Simple-Line-Icons.ttf	C:/My%20Web%20Sites/reuneoswebperfil/graphikaria.com/demo/theorem/v2.0.0/assets/simple-lines/fonts/Simple-Line-Icons.ttf	(from http://graphikaria.com/demo/theorem/v2.0.0/assets/simple-lines/simple-line-icons.css)
10:32:04	8528/8528	---M-Z	200	added ('OK')	text/css	date:Sat,%2020%20Dec%202014%2017:15:58%20GMT	http://graphikaria.com/demo/theorem/v2.0.0/assets/summernote/summernote.css	C:/My%20Web%20Sites/reuneoswebperfil/graphikaria.com/demo/theorem/v2.0.0/assets/summernote/summernote.css	(from http://graphikaria.com/demo/theorem/v2.0.0/index.html)
10:32:05	1073/1073	---M-Z	200	added ('OK')	text/css	date:Sat,%2020%20Dec%202014%2017:16:03%20GMT	http://graphikaria.com/demo/theorem/v2.0.0/assets/tags-input/bootstrap-tagsinput.css	C:/My%20Web%20Sites/reuneoswebperfil/graphikaria.com/demo/theorem/v2.0.0/assets/tags-input/bootstrap-tagsinput.css	(from http://graphikaria.com/demo/theorem/v2.0.0/index.html)
10:32:06	59324/59324	---M--	200	added ('OK')	application/x-font-woff	date:Sat,%2020%20Dec%202014%2017:15:56%20GMT	http://graphikaria.com/demo/theorem/v2.0.0/assets/simple-lines/fonts/Simple-Line-Icons.woff	C:/My%20Web%20Sites/reuneoswebperfil/graphikaria.com/demo/theorem/v2.0.0/assets/simple-lines/fonts/Simple-Line-Icons.woff	(from http://graphikaria.com/demo/theorem/v2.0.0/assets/simple-lines/simple-line-icons.css)
10:32:06	21396/21396	---M-Z	200	added ('OK')	text/html	date:Sat,%2020%20Dec%202014%2017:16:14%20GMT	http://graphikaria.com/demo/theorem/v2.0.0/stats.html	C:/My%20Web%20Sites/reuneoswebperfil/graphikaria.com/demo/theorem/v2.0.0/stats.html	(from http://graphikaria.com/demo/theorem/v2.0.0/index.html)
10:32:07	25160/25160	---M-Z	200	added ('OK')	text/html	date:Sat,%2020%20Dec%202014%2017:12:08%20GMT	http://graphikaria.com/demo/theorem/v2.0.0/activity.html	C:/My%20Web%20Sites/reuneoswebperfil/graphikaria.com/demo/theorem/v2.0.0/activity.html	(from http://graphikaria.com/demo/theorem/v2.0.0/index.html)
10:32:07	23278/23278	---M-Z	200	added ('OK')	text/html	date:Sat,%2020%20Dec%202014%2017:16:27%20GMT	http://graphikaria.com/demo/theorem/v2.0.0/widgets.html	C:/My%20Web%20Sites/reuneoswebperfil/graphikaria.com/demo/theorem/v2.0.0/widgets.html	(from http://graphikaria.com/demo/theorem/v2.0.0/index.html)
10:32:07	16577/16577	---M-Z	200	added ('OK')	text/html	date:Sat,%2020%20Dec%202014%2017:16:12%20GMT	http://graphikaria.com/demo/theorem/v2.0.0/publishing.html	C:/My%20Web%20Sites/reuneoswebperfil/graphikaria.com/demo/theorem/v2.0.0/publishing.html	(from http://graphikaria.com/demo/theorem/v2.0.0/index.html)
10:32:08	12818/12818	---M-Z	200	added ('OK')	text/html	date:Sat,%2020%20Dec%202014%2017:16:07%20GMT	http://graphikaria.com/demo/theorem/v2.0.0/calendar.html	C:/My%20Web%20Sites/reuneoswebperfil/graphikaria.com/demo/theorem/v2.0.0/calendar.html	(from http://graphikaria.com/demo/theorem/v2.0.0/index.html)
10:32:08	19858/19858	---M-Z	200	added ('OK')	text/html	date:Sat,%2020%20Dec%202014%2017:16:09%20GMT	http://graphikaria.com/demo/theorem/v2.0.0/gallery.html	C:/My%20Web%20Sites/reuneoswebperfil/graphikaria.com/demo/theorem/v2.0.0/gallery.html	(from http://graphikaria.com/demo/theorem/v2.0.0/index.html)
10:32:09	18484/18484	---M-Z	200	added ('OK')	text/html	date:Sat,%2020%20Dec%202014%2017:16:08%20GMT	http://graphikaria.com/demo/theorem/v2.0.0/edit-profile.html	C:/My%20Web%20Sites/reuneoswebperfil/graphikaria.com/demo/theorem/v2.0.0/edit-profile.html	(from http://graphikaria.com/demo/theorem/v2.0.0/index.html)
10:32:09	20244/20244	---M-Z	200	added ('OK')	text/html	date:Sat,%2020%20Dec%202014%2017:16:26%20GMT	http://graphikaria.com/demo/theorem/v2.0.0/tables.html	C:/My%20Web%20Sites/reuneoswebperfil/graphikaria.com/demo/theorem/v2.0.0/tables.html	(from http://graphikaria.com/demo/theorem/v2.0.0/index.html)
10:32:09	17341/17341	---M-Z	200	added ('OK')	text/html	date:Sat,%2020%20Dec%202014%2017:16:11%20GMT	http://graphikaria.com/demo/theorem/v2.0.0/pricing.html	C:/My%20Web%20Sites/reuneoswebperfil/graphikaria.com/demo/theorem/v2.0.0/pricing.html	(from http://graphikaria.com/demo/theorem/v2.0.0/index.html)
10:32:10	23890/23890	---M-Z	200	added ('OK')	text/html	date:Sat,%2020%20Dec%202014%2017:16:13%20GMT	http://graphikaria.com/demo/theorem/v2.0.0/settings.html	C:/My%20Web%20Sites/reuneoswebperfil/graphikaria.com/demo/theorem/v2.0.0/settings.html	(from http://graphikaria.com/demo/theorem/v2.0.0/index.html)
10:32:10	31455/31455	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Dec%202014%2017:14:09%20GMT	http://graphikaria.com/demo/theorem/v2.0.0/assets/img/logo-white.png	C:/My%20Web%20Sites/reuneoswebperfil/graphikaria.com/demo/theorem/v2.0.0/assets/img/logo-white.png	(from http://graphikaria.com/demo/theorem/v2.0.0/index.html)
10:32:19	79596/79596	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20Dec%202014%2017:14:43%20GMT	http://graphikaria.com/demo/theorem/v2.0.0/assets/img/user-male-2.jpg	C:/My%20Web%20Sites/reuneoswebperfil/graphikaria.com/demo/theorem/v2.0.0/assets/img/user-male-2.jpg	(from http://graphikaria.com/demo/theorem/v2.0.0/index.html)
10:32:22	71569/71569	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20Dec%202014%2017:14:31%20GMT	http://graphikaria.com/demo/theorem/v2.0.0/assets/img/user-female-1.jpg	C:/My%20Web%20Sites/reuneoswebperfil/graphikaria.com/demo/theorem/v2.0.0/assets/img/user-female-1.jpg	(from http://graphikaria.com/demo/theorem/v2.0.0/index.html)
10:32:26	97294/97294	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20Dec%202014%2017:14:36%20GMT	http://graphikaria.com/demo/theorem/v2.0.0/assets/img/user-female-2.jpg	C:/My%20Web%20Sites/reuneoswebperfil/graphikaria.com/demo/theorem/v2.0.0/assets/img/user-female-2.jpg	(from http://graphikaria.com/demo/theorem/v2.0.0/index.html)
10:32:28	21325/21325	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2020%20Dec%202014%2017:15:42%20GMT	http://graphikaria.com/demo/theorem/v2.0.0/assets/prism/prism.js	C:/My%20Web%20Sites/reuneoswebperfil/graphikaria.com/demo/theorem/v2.0.0/assets/prism/prism.js	(from http://graphikaria.com/demo/theorem/v2.0.0/index.html)
10:32:30	23304/23304	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2020%20Dec%202014%2017:12:39%20GMT	http://graphikaria.com/demo/theorem/v2.0.0/assets/bootstrap-select/bootstrap-select.min.js	C:/My%20Web%20Sites/reuneoswebperfil/graphikaria.com/demo/theorem/v2.0.0/assets/bootstrap-select/bootstrap-select.min.js	(from http://graphikaria.com/demo/theorem/v2.0.0/index.html)
10:32:32	35636/35636	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2020%20Dec%202014%2017:14:48%20GMT	http://graphikaria.com/demo/theorem/v2.0.0/assets/isotope/isotope.pkgd.min.js	C:/My%20Web%20Sites/reuneoswebperfil/graphikaria.com/demo/theorem/v2.0.0/assets/isotope/isotope.pkgd.min.js	(from http://graphikaria.com/demo/theorem/v2.0.0/index.html)
10:32:32	82071/82071	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20Dec%202014%2017:14:40%20GMT	http://graphikaria.com/demo/theorem/v2.0.0/assets/img/user-male-1.jpg	C:/My%20Web%20Sites/reuneoswebperfil/graphikaria.com/demo/theorem/v2.0.0/assets/img/user-male-1.jpg	(from http://graphikaria.com/demo/theorem/v2.0.0/index.html)
10:32:32	4500/4500	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2020%20Dec%202014%2017:15:01%20GMT	http://graphikaria.com/demo/theorem/v2.0.0/assets/jquery.countdown/jquery.countdown.min.js	C:/My%20Web%20Sites/reuneoswebperfil/graphikaria.com/demo/theorem/v2.0.0/assets/jquery.countdown/jquery.countdown.min.js	(from http://graphikaria.com/demo/theorem/v2.0.0/index.html)
10:32:34	6752/6752	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2020%20Dec%202014%2017:16:05%20GMT	http://graphikaria.com/demo/theorem/v2.0.0/assets/tags-input/bootstrap-tagsinput.min.js	C:/My%20Web%20Sites/reuneoswebperfil/graphikaria.com/demo/theorem/v2.0.0/assets/tags-input/bootstrap-tagsinput.min.js	(from http://graphikaria.com/demo/theorem/v2.0.0/index.html)
10:32:34	3199/3199	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2020%20Dec%202014%2017:12:10%20GMT	http://graphikaria.com/demo/theorem/v2.0.0/assets/autosize/jquery.autosize.min.js	C:/My%20Web%20Sites/reuneoswebperfil/graphikaria.com/demo/theorem/v2.0.0/assets/autosize/jquery.autosize.min.js	(from http://graphikaria.com/demo/theorem/v2.0.0/index.html)
10:32:35	5185/5185	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2020%20Dec%202014%2017:16:06%20GMT	http://graphikaria.com/demo/theorem/v2.0.0/assets/validator/validator.min.js	C:/My%20Web%20Sites/reuneoswebperfil/graphikaria.com/demo/theorem/v2.0.0/assets/validator/validator.min.js	(from http://graphikaria.com/demo/theorem/v2.0.0/index.html)
10:32:35	63559/63559	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2020%20Dec%202014%2017:16:02%20GMT	http://graphikaria.com/demo/theorem/v2.0.0/assets/summernote/summernote.min.js	C:/My%20Web%20Sites/reuneoswebperfil/graphikaria.com/demo/theorem/v2.0.0/assets/summernote/summernote.min.js	(from http://graphikaria.com/demo/theorem/v2.0.0/index.html)
10:32:36	6666/6666	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2020%20Dec%202014%2017:14:59%20GMT	http://graphikaria.com/demo/theorem/v2.0.0/assets/jquery-labelauty/jquery-labelauty.js	C:/My%20Web%20Sites/reuneoswebperfil/graphikaria.com/demo/theorem/v2.0.0/assets/jquery-labelauty/jquery-labelauty.js	(from http://graphikaria.com/demo/theorem/v2.0.0/index.html)
10:32:37	50937/50937	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2020%20Dec%202014%2017:12:43%20GMT	http://graphikaria.com/demo/theorem/v2.0.0/assets/chartjs/Chart.min.js	C:/My%20Web%20Sites/reuneoswebperfil/graphikaria.com/demo/theorem/v2.0.0/assets/chartjs/Chart.min.js	(from http://graphikaria.com/demo/theorem/v2.0.0/index.html)
10:32:37	15974/15974	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2020%20Dec%202014%2017:15:04%20GMT	http://graphikaria.com/demo/theorem/v2.0.0/assets/js/holder.js	C:/My%20Web%20Sites/reuneoswebperfil/graphikaria.com/demo/theorem/v2.0.0/assets/js/holder.js	(from http://graphikaria.com/demo/theorem/v2.0.0/index.html)
10:32:38	3911/3911	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2020%20Dec%202014%2017:15:03%20GMT	http://graphikaria.com/demo/theorem/v2.0.0/assets/js/demo.js	C:/My%20Web%20Sites/reuneoswebperfil/graphikaria.com/demo/theorem/v2.0.0/assets/js/demo.js	(from http://graphikaria.com/demo/theorem/v2.0.0/index.html)
10:32:39	132994/132994	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20Dec%202014%2017:14:00%20GMT	http://graphikaria.com/demo/theorem/v2.0.0/assets/img/img-400x400.jpg	C:/My%20Web%20Sites/reuneoswebperfil/graphikaria.com/demo/theorem/v2.0.0/assets/img/img-400x400.jpg	(from http://graphikaria.com/demo/theorem/v2.0.0/index.html)
10:32:51	555604/555604	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20Dec%202014%2017:14:26%20GMT	http://graphikaria.com/demo/theorem/v2.0.0/assets/img/slide-1-2.jpg	C:/My%20Web%20Sites/reuneoswebperfil/graphikaria.com/demo/theorem/v2.0.0/assets/img/slide-1-2.jpg	(from http://graphikaria.com/demo/theorem/v2.0.0/assets/css/theme.min.css)
10:32:52	2232/2232	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2020%20Dec%202014%2017:15:02%20GMT	http://graphikaria.com/demo/theorem/v2.0.0/assets/js/chart-example.js	C:/My%20Web%20Sites/reuneoswebperfil/graphikaria.com/demo/theorem/v2.0.0/assets/js/chart-example.js	(from http://graphikaria.com/demo/theorem/v2.0.0/stats.html)
10:32:53	3199/3199	---M-Z	200	added ('OK')	text/css	date:Sat,%2020%20Dec%202014%2017:14:58%20GMT	http://graphikaria.com/demo/theorem/v2.0.0/assets/jquery-labelauty/jquery-labelauty.css	C:/My%20Web%20Sites/reuneoswebperfil/graphikaria.com/demo/theorem/v2.0.0/assets/jquery-labelauty/jquery-labelauty.css	(from http://graphikaria.com/demo/theorem/v2.0.0/publishing.html)
10:32:53	22515/22515	---M-Z	200	added ('OK')	text/css	date:Sat,%2020%20Dec%202014%2017:13:04%20GMT	http://graphikaria.com/demo/theorem/v2.0.0/assets/fullcalendar/fullcalendar.css	C:/My%20Web%20Sites/reuneoswebperfil/graphikaria.com/demo/theorem/v2.0.0/assets/fullcalendar/fullcalendar.css	(from http://graphikaria.com/demo/theorem/v2.0.0/calendar.html)
10:32:55	33783/33783	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2020%20Dec%202014%2017:13:53%20GMT	http://graphikaria.com/demo/theorem/v2.0.0/assets/fullcalendar/lib/moment.min.js	C:/My%20Web%20Sites/reuneoswebperfil/graphikaria.com/demo/theorem/v2.0.0/assets/fullcalendar/lib/moment.min.js	(from http://graphikaria.com/demo/theorem/v2.0.0/calendar.html)
10:33:00	263315/263315	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2020%20Dec%202014%2017:13:08%20GMT	http://graphikaria.com/demo/theorem/v2.0.0/assets/fullcalendar/fullcalendar.js	C:/My%20Web%20Sites/reuneoswebperfil/graphikaria.com/demo/theorem/v2.0.0/assets/fullcalendar/fullcalendar.js	(from http://graphikaria.com/demo/theorem/v2.0.0/calendar.html)
10:33:07	296960/296960	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Dec%202014%2017:14:13%20GMT	http://graphikaria.com/demo/theorem/v2.0.0/assets/img/post-image.png	C:/My%20Web%20Sites/reuneoswebperfil/graphikaria.com/demo/theorem/v2.0.0/assets/img/post-image.png	(from http://graphikaria.com/demo/theorem/v2.0.0/activity.html)
